temperature,humidity,distance_km,product_type,category,category_label,initial_shelf_life,packaging_quality,spoilage_days,spoilage_risk
6.8,70.8,116.3,tomato,normal,1,5,3,11.3,0
38.5,55.9,252.1,apple,hardy,0,30,2,11.8,0
37.0,58.2,78.4,milk,fragile,2,3,1,0.5,1
5.3,68.3,184.4,apple,hardy,0,23,1,23.8,0
33.6,33.3,273.5,milk,fragile,2,1,3,0.5,0
14.5,46.1,19.7,onion,hardy,0,16,1,20.9,0
18.0,51.6,265.6,berries,fragile,2,3,3,0.5,1
24.0,43.0,185.4,leafy_vegetables,fragile,2,3,1,0.5,1
37.2,68.0,162.0,tomato,normal,1,5,1,0.5,1
28.3,81.2,136.8,tomato,normal,1,14,1,4.0,1
27.7,90.9,20.1,carrot,normal,1,10,2,2.7,1
5.8,49.6,151.3,berries,fragile,2,3,1,6.8,0
31.8,56.6,196.9,milk,fragile,2,5,1,0.5,1
32.5,91.3,224.3,potato,hardy,0,27,3,11.8,0
15.8,46.2,155.0,potato,hardy,0,23,3,25.7,0
17.4,83.9,237.0,potato,hardy,0,28,3,19.2,0
37.9,87.0,31.7,carrot,normal,1,10,1,0.5,1
22.6,42.6,257.8,milk,fragile,2,1,2,0.5,0
5.5,49.2,138.3,tomato,normal,1,8,3,11.2,0
20.0,78.1,259.0,leafy_vegetables,fragile,2,4,1,0.5,1
5.7,40.8,267.4,onion,hardy,0,24,2,24.5,0
8.7,44.5,156.2,banana,normal,1,11,3,15.2,0
12.7,92.4,185.3,berries,fragile,2,1,1,0.5,0
20.0,65.2,209.2,milk,fragile,2,2,3,0.5,1
35.5,71.0,160.2,milk,fragile,2,1,1,0.5,0
16.8,39.3,207.9,potato,hardy,0,27,3,27.1,0
22.8,57.3,6.4,berries,fragile,2,3,1,1.8,0
21.6,66.4,188.9,apple,hardy,0,26,2,19.5,0
21.3,86.8,61.8,potato,hardy,0,20,3,18.6,0
20.8,41.9,256.6,apple,hardy,0,29,1,19.4,0
33.1,88.6,61.8,tomato,normal,1,10,2,0.5,1
31.0,85.1,164.1,milk,fragile,2,5,1,0.5,1
13.1,91.3,13.8,banana,normal,1,7,3,5.9,0
30.5,69.5,212.3,berries,fragile,2,4,3,0.5,1
18.3,84.0,252.9,leafy_vegetables,fragile,2,4,1,0.5,1
32.0,65.6,20.9,berries,fragile,2,2,1,0.5,1
28.7,79.3,5.4,banana,normal,1,15,3,16.1,0
17.1,55.4,48.4,milk,fragile,2,3,3,8.7,0
24.0,79.3,92.8,tomato,normal,1,15,1,7.3,0
11.5,69.0,258.6,banana,normal,1,14,2,7.0,0
29.4,54.9,246.7,onion,hardy,0,28,2,16.0,0
29.2,47.2,281.8,onion,hardy,0,27,2,12.6,0
14.7,72.6,247.3,onion,hardy,0,21,2,13.1,0
33.8,60.0,295.0,apple,hardy,0,19,2,1.4,1
14.1,32.2,263.9,potato,hardy,0,29,3,28.4,0
28.3,51.0,269.5,onion,hardy,0,22,3,12.5,0
8.3,78.6,244.0,onion,hardy,0,30,1,24.3,0
40.0,51.2,224.7,banana,normal,1,14,1,0.5,1
15.6,50.7,288.4,leafy_vegetables,fragile,2,3,3,0.5,1
19.2,30.9,25.0,apple,hardy,0,17,1,20.2,0
22.9,30.3,281.6,leafy_vegetables,fragile,2,5,1,0.5,1
18.7,34.5,191.9,onion,hardy,0,25,3,22.8,0
35.4,54.6,112.1,apple,hardy,0,29,1,18.5,0
39.8,93.8,195.2,milk,fragile,2,2,1,0.5,1
34.1,53.6,259.2,leafy_vegetables,fragile,2,3,3,0.5,1
6.9,71.9,292.3,potato,hardy,0,24,2,22.1,0
11.3,75.8,137.1,milk,fragile,2,1,3,2.3,0
10.9,31.2,234.0,onion,hardy,0,25,3,27.8,0
36.9,71.5,286.1,carrot,normal,1,6,1,0.5,1
14.7,89.9,175.4,potato,hardy,0,20,3,15.6,0
37.0,70.1,74.6,carrot,normal,1,15,2,4.8,0
39.2,74.4,113.3,milk,fragile,2,1,3,0.5,0
21.3,85.1,19.7,milk,fragile,2,5,3,5.8,0
28.4,88.0,92.5,milk,fragile,2,3,2,0.5,1
21.6,33.6,282.8,carrot,normal,1,9,3,5.1,0
31.6,92.9,132.5,milk,fragile,2,3,3,0.5,1
14.0,53.1,202.5,carrot,normal,1,14,1,8.5,0
32.2,35.0,296.0,banana,normal,1,10,3,0.5,1
9.8,67.7,152.1,carrot,normal,1,12,2,12.0,0
35.6,58.7,295.3,berries,fragile,2,1,2,0.5,0
11.7,52.6,164.6,tomato,normal,1,14,1,14.3,0
23.8,84.6,296.8,leafy_vegetables,fragile,2,4,1,0.5,1
22.2,61.4,251.6,potato,hardy,0,23,3,14.6,0
9.3,75.4,125.4,berries,fragile,2,5,2,8.4,0
27.6,44.9,166.2,carrot,normal,1,15,1,6.7,0
25.0,42.0,84.3,banana,normal,1,10,3,8.6,0
38.9,67.1,43.8,onion,hardy,0,30,2,21.3,0
17.9,35.7,167.5,berries,fragile,2,5,3,4.5,0
12.7,44.2,262.3,apple,hardy,0,29,3,28.0,0
26.8,69.0,17.0,tomato,normal,1,5,1,0.5,1
8.3,61.6,276.3,milk,fragile,2,3,1,0.5,1
36.8,60.4,140.4,banana,normal,1,11,1,0.5,1
40.0,80.0,120.0,onion,hardy,0,16,2,0.5,1
6.1,43.3,102.8,apple,hardy,0,18,3,25.5,0
6.8,32.3,165.8,milk,fragile,2,1,1,7.3,0
20.7,45.4,15.8,leafy_vegetables,fragile,2,5,1,6.3,0
29.3,69.7,60.8,berries,fragile,2,3,3,0.5,1
27.8,43.7,167.4,leafy_vegetables,fragile,2,5,1,0.5,1
23.4,80.4,71.1,apple,hardy,0,22,3,17.3,0
38.7,73.4,280.0,potato,hardy,0,15,3,0.5,1
38.2,87.5,222.0,carrot,normal,1,5,2,0.5,1
20.9,74.1,163.4,berries,fragile,2,4,3,0.5,1
8.1,94.5,162.8,milk,fragile,2,4,2,1.6,0
8.2,40.6,179.0,banana,normal,1,13,3,17.6,0
36.7,83.1,227.4,banana,normal,1,7,1,0.5,1
13.7,76.6,257.0,potato,hardy,0,18,2,10.0,0
20.4,77.4,282.1,milk,fragile,2,1,1,0.5,0
11.1,61.6,36.0,onion,hardy,0,29,1,33.5,0
24.1,88.7,103.8,onion,hardy,0,21,3,17.5,0
8.7,86.7,157.4,berries,fragile,2,2,3,3.2,0
33.0,36.8,173.5,leafy_vegetables,fragile,2,5,3,0.5,1
25.5,44.7,268.8,milk,fragile,2,1,2,0.5,0
11.0,66.9,89.6,leafy_vegetables,fragile,2,5,1,8.0,0
32.8,32.1,234.8,carrot,normal,1,6,3,0.5,1
25.1,39.0,206.9,apple,hardy,0,19,2,15.1,0
7.7,88.2,238.4,milk,fragile,2,1,2,0.5,0
21.3,61.3,252.4,onion,hardy,0,28,2,18.1,0
25.2,79.5,234.7,milk,fragile,2,5,3,0.5,1
26.1,90.9,94.2,milk,fragile,2,3,2,0.5,1
16.6,90.3,253.6,carrot,normal,1,11,3,5.3,0
7.7,53.1,165.6,leafy_vegetables,fragile,2,4,2,6.3,0
18.1,46.6,32.7,potato,hardy,0,20,1,23.2,0
15.1,66.2,9.7,leafy_vegetables,fragile,2,4,2,9.4,0
10.9,87.2,167.6,onion,hardy,0,22,2,21.8,0
12.7,87.6,280.4,apple,hardy,0,21,3,14.2,0
27.0,56.2,226.0,tomato,normal,1,6,2,0.5,1
36.3,72.8,3.4,banana,normal,1,8,2,3.2,0
22.5,58.2,75.6,apple,hardy,0,30,2,28.6,0
24.6,83.9,214.1,banana,normal,1,8,3,0.5,1
12.4,85.7,246.3,potato,hardy,0,20,3,14.4,0
20.9,80.7,299.3,leafy_vegetables,fragile,2,1,3,0.5,0
15.7,42.9,20.6,tomato,normal,1,9,1,13.2,0
10.6,41.1,126.0,tomato,normal,1,14,1,13.2,0
7.9,55.6,31.0,carrot,normal,1,13,1,20.3,0
13.2,31.5,250.6,carrot,normal,1,11,1,10.2,0
13.1,86.4,278.0,milk,fragile,2,2,2,0.5,1
25.4,30.7,236.4,apple,hardy,0,29,3,25.2,0
24.8,30.4,19.5,tomato,normal,1,15,3,20.6,0
23.0,42.6,28.9,leafy_vegetables,fragile,2,3,1,3.2,0
12.9,44.7,245.4,apple,hardy,0,24,1,19.6,0
35.5,35.4,64.1,apple,hardy,0,21,2,13.8,0
20.5,51.7,119.0,potato,hardy,0,18,2,16.2,0
36.9,65.6,220.4,apple,hardy,0,18,3,1.9,1
9.4,41.1,248.4,carrot,normal,1,7,2,4.8,0
14.1,87.6,268.8,carrot,normal,1,11,1,1.9,1
27.7,86.9,237.4,leafy_vegetables,fragile,2,4,1,0.5,1
6.2,94.3,10.0,carrot,normal,1,14,1,20.7,0
9.1,41.0,106.2,leafy_vegetables,fragile,2,1,3,11.0,0
31.9,58.2,134.5,milk,fragile,2,4,2,0.5,1
5.8,57.9,84.4,onion,hardy,0,21,3,28.7,0
13.9,60.6,148.2,berries,fragile,2,4,1,0.5,1
32.7,69.2,154.0,onion,hardy,0,24,3,13.3,0
9.7,39.9,267.0,milk,fragile,2,2,2,0.5,1
25.1,57.9,83.5,onion,hardy,0,30,1,25.9,0
28.1,72.4,76.1,potato,hardy,0,30,2,22.1,0
9.3,75.6,34.9,onion,hardy,0,30,2,35.6,0
5.5,35.3,78.3,onion,hardy,0,26,3,36.0,0
28.5,77.1,148.3,tomato,normal,1,13,2,3.4,1
22.5,34.5,27.9,apple,hardy,0,22,2,25.6,0
37.1,56.4,43.8,carrot,normal,1,8,1,0.5,1
15.8,84.4,184.7,potato,hardy,0,17,2,12.3,0
14.5,44.2,198.9,milk,fragile,2,4,3,5.6,0
17.0,38.7,29.2,tomato,normal,1,10,1,11.1,0
16.1,88.1,193.8,berries,fragile,2,3,3,0.5,1
23.9,85.3,287.3,carrot,normal,1,9,3,0.5,1
8.0,65.7,114.6,potato,hardy,0,19,1,18.3,0
16.0,36.3,53.9,milk,fragile,2,3,3,7.8,0
35.6,94.7,175.2,onion,hardy,0,29,1,9.4,0
28.5,74.3,95.3,onion,hardy,0,15,3,7.4,0
28.3,37.8,172.2,leafy_vegetables,fragile,2,4,1,0.5,1
15.0,58.8,185.5,potato,hardy,0,25,2,22.0,0
23.3,48.3,90.1,berries,fragile,2,4,1,1.4,0
25.5,65.4,70.9,leafy_vegetables,fragile,2,2,2,0.5,1
6.5,62.4,207.1,leafy_vegetables,fragile,2,4,2,5.6,0
33.3,67.9,219.3,apple,hardy,0,25,3,9.9,0
39.9,75.5,231.4,milk,fragile,2,3,3,0.5,1
29.6,51.5,203.0,potato,hardy,0,30,3,21.2,0
20.9,56.8,280.5,apple,hardy,0,27,3,19.5,0
18.2,34.0,102.5,milk,fragile,2,3,2,2.9,0
8.7,37.4,282.4,tomato,normal,1,12,1,11.4,0
7.2,82.9,282.2,carrot,normal,1,5,2,2.1,0
10.3,61.0,180.9,tomato,normal,1,6,1,1.5,1
28.6,32.5,186.4,potato,hardy,0,24,2,15.4,0
25.8,86.7,173.5,apple,hardy,0,22,1,10.3,0
24.8,89.0,119.5,leafy_vegetables,fragile,2,3,1,0.5,1
20.1,68.7,25.1,leafy_vegetables,fragile,2,2,2,2.5,0
16.0,81.4,274.8,carrot,normal,1,14,2,0.5,1
37.9,38.1,262.7,apple,hardy,0,24,3,11.1,0
23.1,67.7,280.8,banana,normal,1,14,1,0.5,1
33.3,91.8,7.6,onion,hardy,0,20,1,9.3,0
27.5,54.8,17.3,berries,fragile,2,3,3,2.0,0
12.6,58.8,15.5,carrot,normal,1,15,2,20.7,0
33.0,66.1,248.0,onion,hardy,0,24,2,10.8,0
25.9,56.9,287.4,apple,hardy,0,21,2,6.8,0
25.0,42.0,18.8,milk,fragile,2,5,3,7.8,0
23.3,44.7,200.3,tomato,normal,1,11,3,4.5,0
12.1,55.1,16.3,berries,fragile,2,5,3,12.0,0
35.9,47.6,59.1,apple,hardy,0,18,3,14.0,0
24.5,92.4,15.6,milk,fragile,2,2,3,3.5,0
23.9,72.0,14.6,onion,hardy,0,30,3,29.0,0
10.9,38.3,37.9,onion,hardy,0,23,2,31.4,0
39.6,74.5,284.7,apple,hardy,0,28,2,8.8,0
5.1,73.6,192.9,banana,normal,1,13,3,11.7,0
39.6,32.7,290.4,onion,hardy,0,30,2,11.4,0
32.9,74.0,164.5,carrot,normal,1,6,2,0.5,1
27.7,84.8,98.2,milk,fragile,2,5,2,0.5,1
39.2,41.8,239.9,leafy_vegetables,fragile,2,4,2,0.5,1
18.0,63.9,21.3,leafy_vegetables,fragile,2,1,2,1.9,0
26.7,67.0,18.7,tomato,normal,1,12,3,13.8,0
25.0,58.2,39.1,leafy_vegetables,fragile,2,1,1,0.5,0
29.5,68.3,281.7,leafy_vegetables,fragile,2,1,2,0.5,0
12.0,50.5,68.2,potato,hardy,0,29,3,34.7,0
14.1,75.2,170.6,banana,normal,1,9,3,6.8,0
22.1,38.7,79.1,tomato,normal,1,5,1,2.0,0
19.5,89.0,73.5,carrot,normal,1,15,2,12.2,0
38.0,41.3,142.0,carrot,normal,1,6,3,0.5,1
36.4,42.8,7.7,apple,hardy,0,25,2,22.3,0
16.1,70.8,242.7,tomato,normal,1,10,1,1.9,1
14.4,42.9,74.8,milk,fragile,2,1,2,5.8,0
25.6,57.7,185.0,potato,hardy,0,21,3,15.9,0
14.9,56.0,243.7,onion,hardy,0,18,3,15.8,0
15.8,49.1,80.5,milk,fragile,2,3,3,9.1,0
28.2,74.1,279.6,apple,hardy,0,27,2,13.0,0
15.1,87.2,15.7,tomato,normal,1,13,2,13.5,0
36.9,32.6,154.2,onion,hardy,0,22,2,10.1,0
39.2,72.0,280.4,leafy_vegetables,fragile,2,2,2,0.5,1
38.8,55.6,40.1,apple,hardy,0,23,2,15.5,0
25.1,43.4,151.8,onion,hardy,0,17,2,14.9,0
18.9,30.4,157.5,apple,hardy,0,30,2,27.8,0
31.3,88.3,254.0,apple,hardy,0,17,1,0.5,1
7.2,61.6,33.6,milk,fragile,2,4,2,11.6,0
24.1,90.2,261.5,berries,fragile,2,2,2,0.5,1
34.9,51.3,17.1,banana,normal,1,12,2,6.4,0
13.5,49.9,20.0,berries,fragile,2,5,3,13.7,0
33.4,91.5,94.6,banana,normal,1,11,3,0.5,1
29.7,78.2,203.6,potato,hardy,0,25,3,11.6,0
38.6,44.2,27.4,leafy_vegetables,fragile,2,1,3,0.5,0
28.7,71.3,121.1,leafy_vegetables,fragile,2,1,1,0.5,0
29.8,36.9,251.8,apple,hardy,0,30,3,17.9,0
17.7,87.2,217.9,potato,hardy,0,16,3,10.6,0
38.6,74.1,189.8,leafy_vegetables,fragile,2,3,3,0.5,1
35.2,38.6,293.3,banana,normal,1,8,1,0.5,1
17.5,52.4,156.6,banana,normal,1,11,2,8.8,0
22.7,63.0,42.4,apple,hardy,0,20,3,16.2,0
19.5,57.4,235.7,onion,hardy,0,19,3,11.5,0
28.6,38.9,83.8,carrot,normal,1,6,3,4.3,0
15.9,85.0,78.6,carrot,normal,1,13,3,13.7,0
19.7,44.3,1.1,potato,hardy,0,30,2,34.9,0
30.7,87.0,217.1,onion,hardy,0,15,3,1.0,1
17.2,54.4,186.8,potato,hardy,0,23,2,19.9,0
6.9,42.3,12.6,carrot,normal,1,12,1,20.6,0
16.9,58.9,203.0,carrot,normal,1,5,2,0.9,1
24.7,48.2,235.0,carrot,normal,1,5,2,0.5,1
14.3,64.8,257.8,banana,normal,1,14,3,10.5,0
39.7,91.8,42.0,berries,fragile,2,3,3,0.5,1
7.1,44.6,109.6,banana,normal,1,10,1,14.5,0
16.9,76.1,298.1,apple,hardy,0,28,2,20.6,0
34.6,89.5,215.7,milk,fragile,2,3,3,0.5,1
9.9,58.6,145.4,potato,hardy,0,30,2,29.5,0
22.6,30.9,241.1,onion,hardy,0,26,3,21.6,0
38.3,79.0,134.2,carrot,normal,1,6,3,0.5,1
15.9,62.7,239.1,carrot,normal,1,8,1,0.5,1
32.8,44.3,56.6,carrot,normal,1,14,3,10.9,0
14.1,93.0,220.7,apple,hardy,0,21,1,13.1,0
31.7,37.1,294.4,onion,hardy,0,30,3,18.0,0
17.0,70.8,58.4,tomato,normal,1,5,2,5.5,0
7.4,51.8,94.8,banana,normal,1,11,2,17.6,0
33.9,74.8,166.0,banana,normal,1,5,1,0.5,1
27.5,69.1,209.1,banana,normal,1,15,3,4.4,1
21.5,60.7,114.1,onion,hardy,0,21,2,15.6,0
25.2,85.5,217.9,banana,normal,1,9,3,0.5,1
7.8,39.6,90.1,tomato,normal,1,12,1,15.4,0
8.9,67.1,174.9,potato,hardy,0,25,2,24.8,0
20.5,48.4,25.2,potato,hardy,0,16,1,15.0,0
12.0,87.9,35.4,onion,hardy,0,25,2,28.4,0
6.9,50.4,150.3,leafy_vegetables,fragile,2,3,1,5.0,0
14.2,70.6,249.0,carrot,normal,1,6,3,0.5,1
24.4,49.5,129.8,onion,hardy,0,17,3,15.9,0
26.0,52.0,163.8,milk,fragile,2,1,1,0.5,0
19.1,73.8,135.7,potato,hardy,0,21,1,17.1,0
12.7,37.3,179.3,milk,fragile,2,2,1,0.5,1
18.3,36.9,159.9,potato,hardy,0,25,2,25.6,0
23.4,76.0,76.4,onion,hardy,0,26,2,22.3,0
12.2,30.1,12.7,tomato,normal,1,11,1,19.0,0
10.4,77.3,180.5,carrot,normal,1,8,2,4.1,0
17.0,72.2,21.5,banana,normal,1,6,2,9.0,0
18.8,60.8,256.5,tomato,normal,1,8,2,0.5,1
8.1,80.5,254.4,milk,fragile,2,3,3,1.0,0
27.2,42.8,64.3,potato,hardy,0,22,1,16.8,0
24.6,85.8,200.4,potato,hardy,0,21,3,11.7,0
6.8,77.2,37.3,carrot,normal,1,7,2,13.5,0
26.0,40.8,114.5,apple,hardy,0,23,2,19.4,0
11.7,73.3,187.4,carrot,normal,1,13,3,12.0,0
16.7,63.8,60.1,carrot,normal,1,14,1,16.3,0
14.7,66.3,104.8,carrot,normal,1,8,3,8.2,0
15.1,77.1,251.1,leafy_vegetables,fragile,2,4,1,0.5,1
6.7,70.5,19.9,carrot,normal,1,14,3,21.6,0
26.5,45.4,145.6,onion,hardy,0,16,3,11.2,0
22.7,80.0,19.5,berries,fragile,2,1,2,0.5,0
6.3,33.4,250.4,leafy_vegetables,fragile,2,1,1,0.5,0
6.4,59.2,173.7,potato,hardy,0,16,2,19.0,0
16.0,36.9,110.7,carrot,normal,1,11,2,15.3,0
29.0,48.9,61.2,banana,normal,1,10,3,8.9,0
7.0,61.6,273.9,onion,hardy,0,24,1,17.5,0
34.8,66.3,154.9,apple,hardy,0,25,2,13.2,0
35.1,75.2,4.2,tomato,normal,1,14,3,7.6,0
31.8,56.4,264.1,berries,fragile,2,3,1,0.5,1
14.5,50.6,253.6,tomato,normal,1,11,3,9.2,0
11.4,79.2,142.8,leafy_vegetables,fragile,2,4,3,5.8,0
6.4,51.2,141.1,tomato,normal,1,5,1,7.1,0
19.9,66.8,7.3,apple,hardy,0,26,1,25.0,0
15.6,32.4,152.1,tomato,normal,1,10,1,11.4,0
39.2,42.2,134.1,milk,fragile,2,2,1,0.5,1
37.8,47.9,100.3,banana,normal,1,12,1,0.5,1
12.1,92.0,275.6,banana,normal,1,11,1,0.5,1
20.2,86.5,55.0,tomato,normal,1,13,3,13.3,0
9.7,45.8,88.2,potato,hardy,0,16,1,18.4,0
10.9,53.1,120.6,tomato,normal,1,12,3,17.4,0
25.9,73.2,126.4,berries,fragile,2,3,1,0.5,1
14.0,90.7,40.2,apple,hardy,0,29,2,31.8,0
22.6,89.1,215.5,leafy_vegetables,fragile,2,5,1,0.5,1
21.0,60.9,116.4,leafy_vegetables,fragile,2,1,3,0.5,0
19.6,87.1,62.0,milk,fragile,2,5,3,3.5,0
39.0,63.3,88.0,leafy_vegetables,fragile,2,5,2,0.5,1
9.5,49.4,234.2,carrot,normal,1,11,1,9.6,0
16.6,91.1,103.6,potato,hardy,0,30,2,24.4,0
21.1,76.1,295.1,onion,hardy,0,19,3,8.4,0
14.9,42.0,12.8,potato,hardy,0,15,1,18.6,0
37.8,59.7,87.8,milk,fragile,2,1,2,0.5,0
26.3,66.9,237.8,onion,hardy,0,26,2,16.0,0
16.8,70.0,278.1,apple,hardy,0,21,2,12.1,0
36.2,47.1,142.2,carrot,normal,1,10,3,2.1,1
18.7,59.1,219.3,tomato,normal,1,10,1,4.9,0
7.6,37.5,261.0,apple,hardy,0,30,3,31.3,0
36.8,30.4,243.4,potato,hardy,0,22,3,11.0,0
10.7,92.4,161.7,berries,fragile,2,3,1,0.5,1
12.5,86.4,286.8,milk,fragile,2,1,3,0.5,0
6.9,38.4,18.3,milk,fragile,2,1,1,8.7,0
8.2,73.4,40.9,onion,hardy,0,22,2,26.5,0
5.5,88.2,9.7,leafy_vegetables,fragile,2,4,1,10.7,0
17.0,82.6,72.2,banana,normal,1,5,1,1.7,0
10.0,42.1,55.4,banana,normal,1,6,2,14.0,0
13.5,59.3,277.8,potato,hardy,0,21,2,17.1,0
14.2,67.8,215.7,carrot,normal,1,7,3,5.1,0
23.4,74.7,82.8,onion,hardy,0,20,1,13.6,0
18.5,53.0,95.4,leafy_vegetables,fragile,2,5,2,4.8,0
23.3,71.7,236.1,carrot,normal,1,13,3,6.6,0
26.3,35.8,203.4,leafy_vegetables,fragile,2,2,2,0.5,1
34.5,32.0,253.3,carrot,normal,1,7,2,0.5,1
28.7,37.7,21.6,berries,fragile,2,1,1,0.5,0
30.0,47.6,228.3,banana,normal,1,13,2,5.4,0
17.8,55.4,293.0,milk,fragile,2,3,3,0.5,1
14.3,62.9,233.5,banana,normal,1,15,2,11.3,0
11.4,45.1,191.1,tomato,normal,1,13,2,12.1,0
31.8,49.8,243.7,leafy_vegetables,fragile,2,4,3,0.5,1
29.3,94.2,68.3,tomato,normal,1,12,1,0.5,1
5.1,46.9,156.0,tomato,normal,1,11,2,14.1,0
27.1,63.7,16.3,onion,hardy,0,27,3,23.0,0
22.6,51.0,78.2,apple,hardy,0,26,1,22.8,0
37.5,86.4,212.6,leafy_vegetables,fragile,2,2,3,0.5,1
34.2,67.5,194.3,milk,fragile,2,2,2,0.5,1
6.2,71.5,25.4,milk,fragile,2,3,2,10.3,0
29.2,81.7,49.8,banana,normal,1,10,2,0.5,1
35.7,64.3,140.7,berries,fragile,2,5,3,0.5,1
7.6,37.3,15.7,potato,hardy,0,24,3,35.9,0
9.7,55.1,246.5,milk,fragile,2,2,1,2.4,0
27.4,52.2,299.3,onion,hardy,0,22,3,11.0,0
5.9,75.3,217.9,apple,hardy,0,21,1,20.3,0
27.8,93.9,273.6,leafy_vegetables,fragile,2,4,2,0.5,1
17.7,83.7,210.7,leafy_vegetables,fragile,2,5,2,0.5,1
38.1,47.9,120.0,tomato,normal,1,5,1,0.5,1
37.0,93.8,198.9,berries,fragile,2,5,2,0.5,1
16.0,38.1,197.0,berries,fragile,2,5,1,3.3,0
36.2,59.2,138.3,leafy_vegetables,fragile,2,2,1,0.5,1
19.7,84.5,263.3,carrot,normal,1,9,1,0.5,1
8.6,89.2,246.3,berries,fragile,2,2,2,0.5,1
31.5,67.9,56.8,berries,fragile,2,5,1,0.5,1
25.6,84.6,6.2,banana,normal,1,9,2,3.8,0
14.6,31.7,220.8,leafy_vegetables,fragile,2,4,3,2.2,0
28.6,43.4,106.4,milk,fragile,2,2,3,0.5,1
38.7,70.8,56.0,apple,hardy,0,27,2,15.1,0
25.3,70.2,234.7,berries,fragile,2,2,2,0.5,1
16.0,92.3,11.0,potato,hardy,0,23,2,24.0,0
29.9,41.4,71.4,leafy_vegetables,fragile,2,2,1,0.5,1
39.2,44.4,63.2,banana,normal,1,5,3,0.5,1
36.3,67.3,105.9,berries,fragile,2,2,1,0.5,1
39.4,49.0,89.2,milk,fragile,2,2,2,0.5,1
13.8,89.5,80.4,leafy_vegetables,fragile,2,1,2,0.5,0
10.9,92.9,136.4,apple,hardy,0,15,1,10.2,0
8.3,39.4,32.3,berries,fragile,2,3,2,11.0,0
30.7,84.6,163.9,banana,normal,1,6,1,0.5,1
17.8,44.9,66.3,tomato,normal,1,11,3,15.1,0
19.9,52.2,55.8,milk,fragile,2,3,2,0.5,1
12.9,38.6,266.2,apple,hardy,0,17,2,14.8,0
20.1,58.5,93.8,tomato,normal,1,14,1,10.3,0
37.9,91.9,72.6,carrot,normal,1,5,1,0.5,1
5.1,40.6,105.5,tomato,normal,1,12,2,19.0,0
28.8,49.5,137.9,tomato,normal,1,11,1,3.7,0
25.9,37.0,6.1,berries,fragile,2,2,2,1.3,0
5.2,82.4,24.0,berries,fragile,2,1,3,10.9,0
39.2,92.7,50.0,tomato,normal,1,7,2,0.5,1
14.5,83.0,114.1,carrot,normal,1,13,2,9.1,0
39.5,83.4,85.2,apple,hardy,0,20,1,7.7,0
25.3,90.4,149.5,apple,hardy,0,19,2,12.0,0
17.6,71.4,22.1,leafy_vegetables,fragile,2,3,2,3.5,0
21.6,83.0,130.2,apple,hardy,0,26,3,22.6,0
13.7,89.2,47.2,onion,hardy,0,26,2,26.7,0
13.3,43.7,221.1,tomato,normal,1,12,2,11.1,0
17.0,31.2,207.2,milk,fragile,2,2,3,0.5,1
23.4,43.0,225.4,berries,fragile,2,1,1,0.5,0
18.4,41.6,106.2,leafy_vegetables,fragile,2,4,2,3.8,0
25.2,68.8,221.9,potato,hardy,0,25,1,12.1,0
26.9,53.3,298.7,tomato,normal,1,5,2,0.5,1
15.2,86.5,271.4,onion,hardy,0,22,2,15.3,0
21.2,46.0,274.5,tomato,normal,1,10,2,2.8,1
23.7,71.1,163.3,carrot,normal,1,11,3,3.1,1
6.8,60.4,256.1,leafy_vegetables,fragile,2,3,2,1.1,0
9.4,54.8,9.4,carrot,normal,1,10,3,20.9,0
20.0,49.9,288.7,leafy_vegetables,fragile,2,3,3,0.5,1
21.8,93.2,2.5,onion,hardy,0,16,1,12.2,0
19.2,44.3,160.5,potato,hardy,0,21,3,18.6,0
34.6,71.3,13.4,carrot,normal,1,14,3,8.2,0
16.8,30.5,204.4,apple,hardy,0,22,3,22.8,0
10.6,81.4,185.3,tomato,normal,1,9,1,2.4,1
31.9,82.7,120.7,onion,hardy,0,25,2,15.4,0
32.0,61.5,269.4,banana,normal,1,15,3,2.3,1
38.9,39.6,282.3,carrot,normal,1,7,1,0.5,1
18.2,92.7,82.8,milk,fragile,2,5,2,1.4,1
14.0,75.6,5.3,leafy_vegetables,fragile,2,5,2,8.8,0
5.5,65.2,138.4,onion,hardy,0,27,3,32.0,0
31.8,61.5,45.7,tomato,normal,1,5,1,0.5,1
35.5,69.9,48.0,milk,fragile,2,3,3,0.5,1
13.9,82.2,245.5,banana,normal,1,8,1,0.5,1
20.9,79.0,40.6,milk,fragile,2,4,2,0.7,1
5.0,92.6,275.3,potato,hardy,0,22,2,17.4,0
8.6,31.0,185.2,milk,fragile,2,2,3,5.8,0
16.2,79.6,240.9,onion,hardy,0,21,2,13.7,0
9.4,57.8,49.1,tomato,normal,1,11,2,16.9,0
11.7,60.8,109.1,potato,hardy,0,28,2,31.4,0
34.7,62.0,142.1,onion,hardy,0,28,3,18.7,0
16.7,62.0,172.3,tomato,normal,1,10,3,8.5,0
23.5,66.2,293.5,milk,fragile,2,3,1,0.5,1
15.7,32.3,97.6,onion,hardy,0,30,2,32.2,0
20.7,92.8,113.8,banana,normal,1,13,1,2.7,1
7.7,73.2,72.0,onion,hardy,0,21,2,24.9,0
24.7,43.3,222.9,apple,hardy,0,27,3,20.4,0
17.3,77.0,96.4,banana,normal,1,14,3,13.9,0
22.3,35.3,59.6,onion,hardy,0,29,1,28.4,0
14.4,75.7,198.0,carrot,normal,1,14,2,9.7,0
12.1,37.2,115.6,banana,normal,1,5,3,10.2,0
